uniform, random
942.5701464803702,470.0690412171731
1224.0895317664201,419.2347523490132
495.8268829375562,1812.9231541319468
866.2375403754256,1174.3317682602026
716.4479930383769,403.4744590682781
1791.9320952169137,761.0107950278577
984.8596798982093,1582.9783181582243
455.41830447381363,723.53056270963
1759.3311351299035,815.4392922735175
1161.5174050258015,494.093764071883
749.3737701486833,528.6985861237937
677.6273234515832,445.62847848039286
1351.1553345591408,1289.6189358183879
1210.4815577632771,956.3209871341592
1557.0604674065032,1389.9360850856413
669.8764745496525,1491.0004038829136
884.2224555502703,792.7063255231367
664.7819927741064,1213.830349046539
1206.0253289550149,929.6314819565857
846.0858671575237,673.2397544914664
1456.0192721266014,352.370760276937
631.0168663657768,1249.3933071225986
677.4609790749353,1521.8497073240164
1002.9663823246585,870.0542818265379
956.5166590939116,1126.0857642665676
822.8676557268944,1335.42429792893
1300.0041931748574,1170.93406576014
682.8466356812856,596.1928294933022
488.56670704032496,660.5390424872827
788.0504843432511,713.822808985828
1023.0813408250123,466.7155813193554
739.8081176306196,989.9501267743904
528.3013594464867,953.800010369427
595.0065679623389,563.6392354368683
641.8425080773234,1323.1313260654229
468.68567887799315,920.727168645431
825.4048668351599,752.1345754254687
756.2292673608496,1041.1521641192082
1536.373937147164,1613.632603032353
708.3668626613646,776.5760020925339
1150.4375105220058,563.8471090734496
999.3920150713344,1167.6311919881925
702.1675090958155,978.6140553049307
491.68584300116675,789.2349662837466
1213.156833426123,1098.4105807186177
600.2229537961069,621.9299339069867
606.3530428764468,851.7799474307095
546.664208554745,708.0260801444708
1030.0204189675414,809.1710673050992
1135.9414864655673,615.2220690903416
854.9537509793998,518.9050225886708
867.4640072455661,600.1632250819503
798.7793080937115,338.91924753103217
1469.1506111517526,1232.425362017445
1164.6922986936033,854.0060756174045
1294.3339578189286,388.51862920625183
1874.7517241203195,730.0889164480459
706.2249630083212,551.7398594432192
780.8187996344955,1098.3937406889506
887.9085638754142,465.58395834348767
1623.720240662093,1078.1412170785761
1260.9439000959553,748.1114541250756
839.3233248891572,611.8415032085612
1038.1782206237033,513.435391194406
617.3959927360434,1826.7667253865302
715.2585537556844,963.5811839589327
1632.0577641199263,381.24907189867133
785.113055051055,897.4876305957932
765.5770803886376,687.9362211643589
469.8871464869293,836.6413999705485
768.8287803672214,636.3882421594935
1488.6881573482915,974.1099146628119
1362.1236860579704,663.4355397612646
621.0504075058502,579.0413201812006
460.1384537908009,1836.3236940827474
1256.3473871752374,658.4823126870652
481.0670176741515,490.6374492162105
937.6208985595626,397.12025588580354
673.6125887604298,1696.3680443880542
704.3462177159463,808.7758728061063
935.4843503707739,647.1643573648885
637.8013939627698,1803.57298344846
1064.7391045389115,967.8328932932144
795.4820509223617,673.3053392541528
724.3782071315845,1057.6041310873693
382.0936402660072,866.0927733818271
490.2842484811401,1028.805886322332
889.1614135585619,650.564162525395
484.78066515061926,882.5971530929091
427.69181384423115,653.2313485968843
572.3336896331024,1060.346272571961
388.9127124746508,594.5966714536981
933.3090499578586,509.76922816699283
924.1967370704343,486.372422524582
1074.2063552669742,434.70426532467627
608.8236711313561,519.1481340641839
1041.7360361097099,761.8437278443846
1689.6843510317021,1148.5718764263663
921.5286358515235,571.292802472625
844.8929089582177,1872.4770996040502
1326.6591033318712,732.7928683579738
918.4057981767643,600.5821833550806
837.450189712912,551.8295262272911
665.1754189060376,498.4598639026371
425.9886724305749,835.3616625800236
998.4637987944906,384.0822199225193
397.2307025502038,452.69901261587205
714.1314915928714,772.1480539201928
372.82723599854165,492.45959157855424
1139.0147219906676,594.8902314375887
756.5738561538553,1026.0113895700597
1330.7967909833476,639.4948788702173
927.2582214741844,515.0413960683331
1096.2743774985122,741.7827867525498
1533.258781771444,622.8791795570788
534.6620251161952,737.8069850288155
526.2743509510293,737.5330207349818
759.129605794492,683.4450361372196
1240.9964084006147,1310.8827517633235
601.7051232189563,1108.7214905165322
641.1843133385579,1307.10407848053
1026.1449270421986,1139.6370700083057
1492.5749087953122,857.2763907815406
1715.7667117539154,897.3865159627221
770.9213866408829,1163.1230418334928
982.665415171495,651.351024690724
549.4580844740893,969.0980276774459
718.9046292495289,1773.9517215854974
338.8842594123691,736.7058646076056
1096.6436892286201,1566.2199642188311
1722.67436067338,1183.3783963936555
1402.8331762880578,1035.431872168806
481.1106660480206,1308.162792772964
886.4756270214906,941.2231127663209
715.4329918930864,536.9702878785754
390.4356352809107,1375.770048705861
539.6365721071799,407.95145469483265
801.8755733626843,823.9075429330941
457.7766442796962,488.3006380023536
587.1356722980511,692.6350435603813
629.1465941490679,563.1931944164264
511.6223552540836,959.1727347807916
693.9191481105495,754.1573425678112
738.9079878602179,562.0431737779718
615.2334100580673,969.1015996293283
562.0949960478362,552.9751001122054
1338.858941645368,969.619263368159
1010.785133560782,1264.393175927451
463.62115482833224,1019.7391832118376
466.873225629319,646.1766634342433
733.174371378192,632.0614988993711
616.265984339761,880.6246395815054
873.1197936749415,1176.763329598997
570.6639245871411,868.7462938959208
886.4479775028896,766.8551853473687
413.07190392097533,832.034754106012
1317.0472750568288,907.9314699957952
789.6796968637658,665.5695426911099
651.4074009549571,1759.37515700072
521.7476010838591,795.2859174942495
1347.3773085315079,822.8123501146632
723.5620562871103,725.2390543422981
968.8970549641158,431.3125855296091
1072.107939578951,1027.332772669311
739.2935384225588,1204.519830792987
796.7127353890588,812.9928890048983
719.081513652145,758.2526206911251
641.2530676838437,465.48454136842423
1620.7711820627171,898.6311466665975
805.1779894066722,1345.2664403811852
654.7483051025474,373.1517557749546
862.8256946918852,1577.3071464747695
991.1956224064977,859.0410080872888
756.8102600137057,1359.306127602005
1095.7572691034381,413.31283594942164
772.2358645248564,1215.9431082049534
511.41652019509564,948.8822740869258
995.3364441974846,837.3016081197362
569.0645005563447,578.1386634509917
1139.354437759208,1300.3867923794896
574.485937175698,915.5292043009648
1316.6835224543318,538.7479985118772
1676.376222688147,840.9492011493513
1164.3211941379957,1115.2482365842302
478.2762782365785,1365.213137514627
831.2682305374605,858.6472206243396
573.7686190076232,407.7640413483258
1002.1968665263365,1134.688293427186
1794.7806226933528,750.5310795528601
501.4270859488472,761.0320009374739
1295.747777616181,504.20037462218846
764.6379232858659,1742.3229144789634
637.5206028109817,807.689974487547
752.3315266834085,824.3896578928304
840.2715744003433,719.2376381581485
1263.959202764344,545.8275251785097
719.3109107816177,557.3783431248629
1088.8033616858856,1115.016036812259
497.5705104683948,1056.747621165226
592.3462946104693,551.6134424120712
830.4476140381482,890.2392284933184
1338.1704044121122,1712.03562651272
613.4371583826711,703.7856899946488
356.06778745054453,833.6449460271734
623.6386478650765,933.9999138884831
886.5512631945661,547.4609438536452
988.2093072080262,851.1037160931725
762.0360971919623,727.5093450820907
1017.4345706118012,1664.5334725118394
1377.0216962929874,870.2629708589252
850.9912141871464,630.4334991620642
472.0769078696795,945.9894363273936
829.4707046939446,756.1921871401104
546.808815169173,556.8148046530017
800.3471900362275,498.07643624417153
566.551566765455,628.606000682872
741.9457476171198,1096.2850859545283
787.5872683639509,729.6325716515598
835.4053658333785,365.1122468677596
543.069079705724,777.2093215689509
1168.5450671598858,1533.5159081053134
863.4548080433667,1058.1191451089505
669.5259108879753,601.7836596238448
1050.7448856341045,812.891789401352
1248.9280443426676,983.6834466009033
449.23876142886974,1351.3722527868674
655.3784067326809,739.530850249203
1256.7523783115491,692.2359964785596
753.1578982599705,839.9350971521698
471.2467787056929,1054.6301446104162
791.6615009616579,635.2370409971675
483.28619895993154,401.3439271750471
885.1913583468648,981.9710968567349
542.3612819723492,275.889338716501
856.0184731296699,661.9272801271443
450.0822686646495,1265.7720080338556
1774.965784106729,423.05589403308693
1241.5867716845755,1095.9980826722915
802.8891319053506,686.5934644957104
725.8014351490874,402.66682982698495
724.2500794021811,351.32035974250465
1562.8175604561043,376.2463586819453
736.0227515611507,823.467767735108
1251.8571988508659,750.25987486865
1637.790437071326,617.7134495046988
484.3135251395576,793.8219780910429
1274.239427395114,900.8095908709889
882.4451591992099,781.8887388803014
692.6317260933864,909.2555119187675
474.14302441835054,898.0941746278507
1351.8797666679743,580.6283651644992
546.3037730982489,1622.390631108039
464.09809604007313,548.1646688925713
920.4600009799542,827.9712715911536
942.8164853112048,1097.1431130960414
552.7080820783171,1327.9158164138098
520.3121399361864,936.8058261712903
536.0770624030521,531.1068829095267
1539.2352828920891,730.4865178854017
1593.5683334682103,497.9316719010612
1098.913209038477,1131.1072163635592
572.1042043651809,442.43896725728
513.135320910835,729.8884701887885
1592.4894982695466,639.6812229292169
781.6636016183799,705.7086222027907
870.2970225903074,596.3647000697514
960.2768901596203,745.7804642352806
798.7056029516983,792.6556862957151
871.7492150930505,987.4817316570116
849.0309731723739,909.0773569346258
555.9162035630463,632.0614198151465
956.105295353084,1493.419444771412
858.1554009719358,1306.4188533709623
908.8268887149177,471.4103453907835
658.9873219567472,515.5092355412521
407.07842858854207,1888.9337529908596
786.8530083141327,588.4433050042602
749.1830227313858,833.4884800490188
566.8128549685754,876.5742785851157
580.1370204522605,465.96856695152854
299.0472921522091,524.7607131226179
1238.4739481034476,753.9501798212145
1318.0695513840785,517.195828119142
353.9024856408248,590.0283485829208
950.6842445623224,779.6369054102037
1281.290355731061,1148.8179751538385
989.0615929376381,791.209904024279
736.3285361581537,1109.4434291795483
1631.0016511488782,1688.4127673543048
478.30187806282777,803.1335516328994
573.5537889073865,890.5429988555063
619.8922722347592,503.59524698194446
839.6641293406446,684.5464063971846
1038.8581528653394,575.1217845552787
768.6732480478219,609.0095667051263
457.6663756434781,1505.3439939797343
1358.5274157737422,891.6664563186897
564.090582195788,714.0543173804374
1292.3466911032258,951.1692264170135
944.6114734864177,1032.677803852022
476.11478268603804,939.5139297729858
686.5853694096394,515.0785623953078
377.3075024108636,895.0390524023942
714.2414047809956,595.7271283181104
750.3751755876901,655.8056848442835
522.7832436146424,1100.5150855985446
514.3064980031481,387.96817178914324
855.5359311241612,670.0715648821606
652.0974477691623,1501.7963909361554
653.7843389975842,628.4858870722645
731.8193990274698,641.9884249557473
1094.7159641578994,1270.458930991413
1178.0430302992531,875.2505293627572
522.6620365903054,948.3296120110342
897.817984767499,729.6207271766148
621.168432877514,1035.788117695752
892.6006030226291,406.3201772085885
1001.4775189051117,558.976348256564
595.0703725102568,1114.8575198126366
1011.4454316238983,858.9687852756979
1102.354230306507,576.8102728773719
528.0223695432948,976.7812339902061
1051.544812053876,772.1983848948706
861.6253773534903,908.4837197109313
924.1000988384301,1670.755072417119
947.3434459780044,577.2987055279956
1006.0379031497264,2237.102563178743
840.543428544819,753.1744519363018
525.1786653684455,470.2908259086979
1006.4456245494284,784.0272126954349
956.2861851162362,384.9813877951937
722.7821435841072,851.2946054743795
790.0721833904003,944.1128278327852
994.6690985231826,802.0326194003517
727.6726806542632,717.3674533995028
539.1900166310759,1322.1855946120559
826.6266815468675,701.4361205413984
1567.5708950339383,558.755492057131
832.7801539678809,459.21170553747953
1139.401280928215,930.2282061102372
1072.9217574649845,869.2727370755283
1324.5034263791267,734.4867832010867
829.2662835382673,462.0715059767795
636.0831099065161,788.1839308534952
1645.701862291765,842.2029398871829
798.3765468287613,941.5518480205974
807.3315460056237,811.6793553210239
562.6469654640972,1358.3973200805501
696.8691633022773,1764.5238843774578
557.1836284190415,748.1476929254515
996.1684156969816,1024.3464968911771
885.2398903296388,585.1288578710844
755.9057270425888,641.0962161723153
668.8692660825706,1320.809543316457
1004.4878229685726,762.8867556223581
463.31057258782266,504.1386093565098
508.9627748974756,1408.2404311396454
610.7750253313505,790.289635896829
752.2039179009233,408.23659952754485
515.1895428266025,1033.5425952345877
949.6762624342493,819.2434071204198
1564.929460990879,1151.3212662935086
883.7661579382476,873.5411105855158
989.0944068555556,1264.470082915892
949.3982832703167,568.5877799026475
839.0233270409091,991.233847901121
506.0865597286014,1307.5761623351423
1016.3356395816606,1665.1651682018196
472.5239232004304,913.9998729680358
564.4643374369506,609.7062236421065
1052.0096515438763,1356.1417012806426
656.6817520573803,803.8014430785266
749.0686482430718,334.03039115689097
1261.110205997966,1420.0562455287966
572.7252637572259,465.36439688364044
1088.4323519903426,726.5383023460073
633.5153433102495,354.29357771391403
863.6365829753489,1425.3594564061232
870.7430237710126,955.7550037909464
693.6511826752791,772.8776725472445
723.822985699973,849.7532355352259
960.8658304562423,543.0600559787889
1513.4363745173057,1111.7702523560224
1184.3714196909343,1331.4866766200532
967.2277468034771,855.4453166590358
1168.4296707238648,379.0016836326221
1236.7485393309814,825.8563941857172
781.8526704650104,835.3109127724731
554.3324539830915,923.2774046043673
1307.9251394039886,841.826451413356
747.1939176810453,708.8707549660193
924.0057536704551,378.4714447316039
511.49339370900725,1140.3968716825113
1354.3304697286214,574.2254868092102
560.3924178015444,943.2273386498039
824.2579228268455,738.7511168421169
364.2059603549122,1305.6481894324718
653.3702904763959,858.0150873483468
1026.0948702631215,827.7830385222302
627.1762155395047,1006.1278353457237
480.46664630357304,691.2382716707926
911.803523942454,318.85144058436066
557.6030928555554,748.2771013479676
537.8198194327957,1242.132704866177
676.6109109122885,805.2808827465641
1432.9988366435384,721.3013671924567
725.8999954495762,398.51832536274156
1050.569884762535,1145.0387644181715
883.1490126612517,701.3759501903893
597.103317107024,763.1467087495998
869.4922204463152,922.5101854610618
1124.942588744692,530.0706086102441
485.6167979655337,542.298736950879
892.1748054231147,717.0101178458531
1545.3358451859597,1109.9651172629765
483.1771403054121,489.28740200768476
406.23024977364287,1388.7211625834266
786.8328095344817,407.0148870322807
308.965179851234,637.0415983230095
1214.5266119569856,736.0140584914991
855.8695294004173,1211.4520136767558
574.9883770982664,428.7005987013217
961.9313467545435,1026.264910219129
400.35054137277604,818.6031488772979
1241.3552890070216,508.74728724329543
959.390915178155,1120.036128646722
843.4004042294143,657.4058201655206
631.6057059884866,687.0315174086317
547.5731597831461,709.7751510405018
919.0087242379085,763.9736335433571
604.7896155927095,463.1703186640743
990.0189423276448,1402.5104341894705
765.2610731792594,1151.064067206046
1149.4359696231438,1019.5276287741862
1208.3106399309556,1026.421073435953
1200.3402368637178,1057.5628267090253
783.1418482886792,639.490985549834
697.2805760352265,1573.5357925500464
713.9325684044215,607.9432338771861
529.9572294112281,1085.1298397570577
562.5513798188106,1296.4739821779308
863.4673891321369,1123.379247738914
606.6511774948422,311.3260789876123
542.4800083309002,598.8823710240666
719.5198571168335,645.5929195924084
720.6455955866461,752.5852416232415
673.3422917902482,687.3598985332659
443.95072185881867,440.1396687874764
1086.1134998673783,941.9278650325198
797.1061471292511,727.2475606689632
1006.0917602520987,755.1569571074892
2070.98028096328,669.8265970304881
1019.3548892411006,1010.5810770475302
878.775072710714,503.8835403067274
781.5268573337236,1632.0944840815205
922.6941927439302,584.2288526674415
1645.888968257022,573.559256130394
457.5478963628933,566.4290830114325
828.1999236833293,805.7394820999181
1937.3056921495693,604.9786148637608
365.4909860873284,503.90537220196904
537.9642489886119,1769.0034245287195
1055.1566961951835,509.54497548500257
1122.3754036788666,875.5186592451103
1469.8613463755644,593.3324598121663
473.56406517867043,669.6283034093315
628.1580006614627,1514.3120570783676
1520.0161327633552,937.2549030595678
447.65837874820966,1781.2633063630237
1312.0537712420933,620.6908506360473
518.8970089585382,438.36295659713795
1519.8468685208609,646.3506988784515
1302.2332458457695,961.9770653180343
625.33783569907,1260.3210477036562
1205.2273486948543,495.1428797689167
344.13402633573367,774.0713722291207
950.5287548640229,631.2902858240082
608.5081114292637,547.4353947618669
632.9105891310189,833.1452352499614
402.6259827616133,688.2553784736438
1063.8617966834966,736.1365117231495
1146.1737555955497,704.1029117860776
852.7505406968742,1218.6402753104987
1567.311248441976,942.0143750769629
883.8378662317506,697.3370067761631
854.2102217882197,1364.7580981364706
445.84301789406373,454.7118801144611
1172.0615352058906,1981.2645352260633
967.6833692144246,939.3447732331555
724.067563818475,578.8512612693843
975.2538213338247,1103.7437663987341
997.2595336252424,1007.9794030514885
977.1648778602159,429.32718119171335
698.9353018373415,878.5375133153304
770.4397952061562,509.96321524859184
813.3897116564076,1281.8593853236807
662.0886037407427,1250.1769192148713
845.9418600298408,377.4022856797448
670.560652833753,1019.4370675908145
1015.3886372477659,593.8396903338281
480.41056123309386,528.2694315430634
433.70575408317126,582.6480711678329
807.5570840866059,410.5731083944848
941.293206508798,744.9571801401606
838.1870403180961,712.274481010842
648.9620077918539,1183.9422771617685
1153.9093250477354,670.1525427379828
858.3916788588572,907.4326000554258
589.4082483913152,633.8715547716605
2145.113945419085,1291.0937712803063
1030.6203612634574,764.5787985457374
1138.8300619945737,470.0606843607955
1068.3637818725267,857.8429788089994
1055.4789000186654,1712.7981638755173
722.9902612369923,938.2278558383799
546.3185241602816,1060.1434048304434
